GROUP,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17-ref,NDFA_T1_B73-ref,d15N_T2,NDFA_T2_B73xMo17-ref,NDFA_T2_B73-ref,HEIGHT_in,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
B73xMo17,5B,4.2,30.00,8.00,9.06,,-35.34,,,,59.00,10.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,5B,4.3,31.00,8.00,7.61,,-13.72,,,,,11.00,2.00,0.00,2.00,74.00,81.00,1.00,1.00
B73xMo17,5B,4.4,32.00,8.00,,,100.00,,,,,,,,,,,,
B73xMo17,5B,4.5,33.00,8.00,7.75,,-15.71,,,,,,,,,74.00,81.00,1.00,1.00
B73xMo17,5B,4.6,34.00,8.00,8.36,,-24.82,,,,59.00,10.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,5B,4.7,35.00,8.00,6.41,,4.21,,,,64.00,11.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
Venustiano_Carranza_Durango,5C,1.1,29.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.2,30.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.3,31.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.4,32.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.5,33.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.6,34.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,1.7,35.00,9.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,2.1,29.00,10.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,2.2,30.00,10.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,2.3,31.00,10.00,5.82,-15.31,13.07,6.39,-26.54,4.60,70.00,12.00,2.00,1.00,3.00,81.00,81.00,1.00,1.00
Venustiano_Carranza_Durango,5C,2.4,32.00,10.00,2.43,51.90,63.74,3.15,37.54,52.91,67.00,13.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
Venustiano_Carranza_Durango,5C,2.5,33.00,10.00,3.07,39.21,54.17,4.43,12.19,33.80,56.50,12.00,2.00,0.00,2.00,67.00,74.00,2.00,2.00
Venustiano_Carranza_Durango,5C,2.6,34.00,10.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,2.7,35.00,10.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,3.1,29.00,11.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,3.2,30.00,11.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,3.3,31.00,11.00,2.82,44.07,57.84,4.54,10.12,32.24,83.00,14.00,2.00,2.00,4.00,74.00,81.00,1.00,1.00
Venustiano_Carranza_Durango,5C,3.4,32.00,11.00,2.32,53.94,65.28,3.12,38.16,53.38,69.00,10.00,1.00,1.00,2.00,74.00,81.00,1.00,1.00
Venustiano_Carranza_Durango,5C,3.5,33.00,11.00,2.08,58.76,68.91,3.13,38.05,53.30,71.25,13.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
Venustiano_Carranza_Durango,5C,3.6,34.00,11.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,3.7,35.00,11.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.1,29.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.2,30.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.3,31.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.4,32.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.5,33.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.6,34.00,12.00,,,,,,,,,,,,,,,
Venustiano_Carranza_Durango,5C,4.7,35.00,12.00,,,,,,,,,,,,,,,
Totontepec_Vicente,5D,1.1,29.00,13.00,3.40,32.56,49.16,2.65,47.58,60.48,,,,,,123.00,130.00,1.00,
Totontepec_Vicente,5D,1.2,30.00,13.00,4.10,18.77,38.76,5.18,-2.74,22.55,156.25,20.00,4.00,3.00,7.00,102.00,116.00,2.00,1.00
Totontepec_Vicente,5D,1.3,31.00,13.00,4.10,18.66,38.68,,,,,,,,,123.00,130.00,1.00,
Totontepec_Vicente,5D,1.4,32.00,13.00,1.47,70.80,77.98,5.22,-3.38,22.06,,,,,,,,,
Totontepec_Vicente,5D,1.5,33.00,13.00,1.55,69.31,76.86,4.85,3.80,27.47,,,,,,116.00,116.00,2.00,2.00
Totontepec_Vicente,5D,1.6,34.00,13.00,3.34,33.81,50.10,4.01,20.62,40.16,129.50,23.00,7.00,6.00,13.00,,,,
Totontepec_Vicente,5D,1.7,35.00,13.00,0.13,97.47,98.09,2.64,47.74,60.60,,,,,,109.00,123.00,,
Totontepec_Vicente,5D,2.1,29.00,14.00,3.36,33.43,49.81,5.14,-1.84,23.22,,,,,,102.00,116.00,2.00,1.00
Totontepec_Vicente,5D,2.2,30.00,14.00,4.51,10.58,32.58,5.42,-7.36,19.06,156.75,22.00,4.00,3.00,7.00,116.00,116.00,,
Totontepec_Vicente,5D,2.3,31.00,14.00,5.36,-6.12,20.00,5.95,-17.88,11.13,136.25,22.00,7.00,6.00,13.00,123.00,123.00,1.00,1.00
Totontepec_Vicente,5D,2.4,32.00,14.00,1.51,70.10,77.46,5.67,-12.39,15.27,169.00,23.00,6.00,5.00,11.00,123.00,123.00,1.00,1.00
Totontepec_Vicente,5D,2.5,33.00,14.00,6.62,-31.25,1.05,6.14,-21.58,8.34,136.50,18.00,2.00,1.00,3.00,123.00,123.00,,
Totontepec_Vicente,5D,2.6,34.00,14.00,1.91,62.24,71.54,4.68,7.29,30.11,137.25,18.00,7.00,5.00,12.00,130.00,130.00,,
Totontepec_Vicente,5D,2.7,35.00,14.00,1.97,60.87,70.50,2.86,43.35,57.29,,,,,,116.00,116.00,,
Totontepec_Vicente,5D,3.1,29.00,15.00,,,,,,,,,,,,,,,
Totontepec_Vicente,5D,3.2,30.00,15.00,3.50,30.56,47.65,4.50,10.92,32.84,144.25,15.00,5.00,4.00,9.00,,,,
Totontepec_Vicente,5D,3.3,31.00,15.00,3.41,32.52,49.13,5.73,-13.47,14.45,144.75,20.00,5.00,4.00,9.00,102.00,116.00,1.00,1.00
Totontepec_Vicente,5D,3.4,32.00,15.00,,,,,,,,,,,,,,,
Totontepec_Vicente,5D,3.5,33.00,15.00,5.31,-5.29,20.62,6.17,-22.31,7.79,146.50,20.00,5.00,4.00,9.00,116.00,116.00,1.00,1.00
Totontepec_Vicente,5D,3.6,34.00,15.00,5.21,-3.27,22.14,6.95,-37.76,-3.86,147.00,20.00,5.00,4.00,9.00,102.00,116.00,1.00,1.00
Totontepec_Vicente,5D,3.7,35.00,15.00,2.75,45.55,58.95,5.49,-8.89,17.91,149.00,15.00,4.00,3.00,7.00,123.00,123.00,1.00,1.00
Totontepec_Vicente,5D,4.1,29.00,16.00,2.29,54.59,65.77,4.30,14.82,35.78,,,,,,102.00,116.00,1.00,1.00
Totontepec_Vicente,5D,4.2,30.00,16.00,5.84,-15.82,12.69,6.36,-25.99,5.01,147.50,23.00,5.00,4.00,9.00,116.00,123.00,2.00,2.00
Totontepec_Vicente,5D,4.3,31.00,16.00,5.55,-10.00,17.07,5.97,-18.25,10.85,,,,,,130.00,130.00,,
Totontepec_Vicente,5D,4.4,32.00,16.00,5.45,-7.96,18.61,8.60,-70.38,-28.45,123.00,21.00,6.00,6.00,12.00,109.00,123.00,1.00,1.00
Totontepec_Vicente,5D,4.5,33.00,16.00,6.59,-30.64,1.51,7.05,-39.71,-5.33,,,,,,116.00,123.00,1.00,1.00
Totontepec_Vicente,5D,4.6,34.00,16.00,1.83,63.67,72.61,4.52,10.51,32.53,153.50,23.00,7.00,6.00,13.00,123.00,123.00,,
Totontepec_Vicente,5D,4.7,35.00,16.00,2.47,51.02,63.07,3.72,26.29,44.43,,,,,,123.00,130.00,,
Totontepec_Vidal,6A,1.1,36.00,1.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,1.2,37.00,1.00,2.84,43.77,57.61,0.89,82.43,86.75,125.25,23.00,2.00,2.00,4.00,123.00,123.00,,
Totontepec_Vidal,6A,1.3,38.00,1.00,4.31,14.67,35.67,1.88,62.75,71.92,,,,,,116.00,123.00,2.00,
Totontepec_Vidal,6A,1.4,39.00,1.00,1.30,74.28,80.61,2.13,57.86,68.23,,,,,,123.00,123.00,,
Totontepec_Vidal,6A,1.5,40.00,1.00,2.08,58.82,68.96,2.00,60.45,70.18,,,,,,116.00,123.00,,
Totontepec_Vidal,6A,1.6,41.00,1.00,-0.01,100.18,100.13,2.00,60.41,70.15,89.75,21.00,6.00,5.00,11.00,130.00,130.00,,
Totontepec_Vidal,6A,1.7,42.00,1.00,3.43,31.94,48.69,3.40,32.55,49.15,,,,,,130.00,,,
Totontepec_Vidal,6A,2.1,36.00,2.00,2.33,53.75,65.14,4.85,3.96,27.60,119.00,21.00,6.00,5.00,11.00,116.00,123.00,1.00,
Totontepec_Vidal,6A,2.2,37.00,2.00,2.73,45.81,59.15,5.38,-6.61,19.63,119.25,23.00,4.00,3.00,7.00,116.00,123.00,,
Totontepec_Vidal,6A,2.3,38.00,2.00,2.79,44.69,58.30,5.79,-14.68,13.54,145.25,20.00,4.00,3.00,7.00,109.00,123.00,1.00,1.00
Totontepec_Vidal,6A,2.4,39.00,2.00,2.28,54.87,65.97,4.16,17.52,37.82,110.75,20.00,5.00,4.00,9.00,109.00,116.00,1.00,
Totontepec_Vidal,6A,2.5,40.00,2.00,3.43,31.96,48.71,3.80,24.68,43.22,,,,,,,,,
Totontepec_Vidal,6A,2.6,41.00,2.00,2.10,58.42,68.65,2.42,52.08,63.87,100.50,21.00,4.00,3.00,7.00,116.00,130.00,,
Totontepec_Vidal,6A,2.7,42.00,2.00,-0.13,102.53,101.90,1.33,73.69,80.17,101.50,21.00,4.00,3.00,7.00,130.00,130.00,,
Totontepec_Vidal,6A,3.1,36.00,3.00,-0.08,101.59,101.20,1.42,71.92,78.83,129.25,20.00,7.00,6.00,13.00,109.00,116.00,1.00,
Totontepec_Vidal,6A,3.2,37.00,3.00,-0.77,115.19,111.45,2.07,59.05,69.12,142.75,22.00,4.00,3.00,7.00,116.00,123.00,1.00,1.00
Totontepec_Vidal,6A,3.3,38.00,3.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,3.4,39.00,3.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,3.5,40.00,3.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,3.6,41.00,3.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,3.7,42.00,3.00,0.53,89.49,92.08,1.30,74.32,80.64,118.00,19.00,3.00,2.00,5.00,109.00,116.00,2.00,
Totontepec_Vidal,6A,4.1,36.00,4.00,1.24,75.43,81.47,1.88,62.79,71.95,,,,,,116.00,116.00,2.00,1.00
Totontepec_Vidal,6A,4.2,37.00,4.00,1.34,73.47,80.00,2.85,43.56,57.45,135.50,19.00,4.00,3.00,7.00,109.00,116.00,,
Totontepec_Vidal,6A,4.3,38.00,4.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,4.4,39.00,4.00,,,,,,,,,,,,,,,
Totontepec_Vidal,6A,4.5,40.00,4.00,1.59,68.44,76.21,3.12,38.08,53.32,,,,,,109.00,116.00,2.00,1.00
Totontepec_Vidal,6A,4.6,41.00,4.00,1.07,78.75,83.98,3.75,25.65,43.95,138.75,20.00,4.00,3.00,,123.00,130.00,2.00,1.00
Totontepec_Vidal,6A,4.7,42.00,4.00,-0.46,109.14,106.89,1.59,68.48,76.23,133.50,23.00,10.00,9.00,,109.00,116.00,3.00,2.00
San_Juan_Comaltepec,6B,1.1,36.00,5.00,1.11,78.02,83.43,0.82,83.80,87.79,,,,,,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,1.2,37.00,5.00,2.28,54.74,65.88,3.34,33.73,50.04,144.00,21.00,3.00,3.00,6.00,123.00,123.00,,
San_Juan_Comaltepec,6B,1.3,38.00,5.00,,,,,,,,,,,,,,,
San_Juan_Comaltepec,6B,1.4,39.00,5.00,2.01,60.16,69.97,6.11,-20.98,8.79,,,,,,130.00,130.00,,
San_Juan_Comaltepec,6B,1.5,40.00,5.00,3.42,32.29,48.95,5.25,-4.06,21.55,,,,,,109.00,116.00,2.00,1.00
San_Juan_Comaltepec,6B,1.6,41.00,5.00,2.13,57.81,68.19,4.67,7.46,30.23,134.50,21.00,5.00,4.00,9.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,1.7,42.00,5.00,1.34,73.44,79.97,3.44,31.80,48.58,,,,,,116.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,2.1,36.00,6.00,1.41,72.06,78.94,4.43,12.30,33.88,138.25,22.00,6.00,4.00,10.00,102.00,116.00,2.00,2.00
San_Juan_Comaltepec,6B,2.2,37.00,6.00,,,,,,,,,,,,,,,
San_Juan_Comaltepec,6B,2.3,38.00,6.00,,,,,,,,,,,,,,,
San_Juan_Comaltepec,6B,2.4,39.00,6.00,0.67,86.72,89.99,4.35,13.89,35.08,144.50,23.00,6.00,5.00,11.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,2.5,40.00,6.00,,,,,,,,,,,,,,,
San_Juan_Comaltepec,6B,2.6,41.00,6.00,1.63,67.62,75.59,4.01,20.54,40.10,137.75,19.00,6.00,5.00,11.00,130.00,130.00,,
San_Juan_Comaltepec,6B,2.7,42.00,6.00,-0.47,109.30,107.01,0.95,81.24,85.86,140.25,23.00,7.00,6.00,13.00,116.00,123.00,,
San_Juan_Comaltepec,6B,3.1,36.00,7.00,2.22,55.92,66.77,4.08,19.16,39.06,,,,,,102.00,109.00,2.00,2.00
San_Juan_Comaltepec,6B,3.2,37.00,7.00,5.50,-9.07,17.77,5.31,-5.17,20.71,,,,,,,,,
San_Juan_Comaltepec,6B,3.3,38.00,7.00,4.63,8.29,30.86,6.31,-24.99,5.77,142.13,24.00,6.00,5.00,11.00,109.00,116.00,2.00,1.00
San_Juan_Comaltepec,6B,3.4,39.00,7.00,3.67,27.21,45.13,6.29,-24.70,5.99,147.75,20.00,3.00,2.00,5.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,3.5,40.00,7.00,3.50,30.63,47.71,5.78,-14.54,13.65,146.00,22.00,6.00,4.00,10.00,116.00,116.00,2.00,2.00
San_Juan_Comaltepec,6B,3.6,41.00,7.00,-0.32,106.43,104.84,3.41,32.40,49.03,144.13,20.00,5.00,4.00,9.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,6B,3.7,42.00,7.00,0.51,89.97,92.44,2.75,45.57,58.97,,,,,,109.00,116.00,,
San_Juan_Comaltepec,6B,4.1,36.00,8.00,6.74,-33.65,-0.76,6.46,-28.01,3.49,,,,,,109.00,116.00,2.00,
San_Juan_Comaltepec,6B,4.2,37.00,8.00,7.51,-48.86,-12.23,6.52,-29.19,2.61,140.75,22.00,6.00,4.00,10.00,116.00,130.00,1.00,1.00
San_Juan_Comaltepec,6B,4.3,38.00,8.00,5.34,-5.91,20.16,7.05,-39.77,-5.37,,,,,,,,,
San_Juan_Comaltepec,6B,4.4,39.00,8.00,3.14,37.72,53.05,6.58,-30.39,1.70,155.75,22.00,7.00,6.00,13.00,116.00,130.00,1.00,1.00
San_Juan_Comaltepec,6B,4.5,40.00,8.00,4.40,12.84,34.29,4.71,6.70,29.66,,,,,,130.00,130.00,1.00,1.00
San_Juan_Comaltepec,6B,4.6,41.00,8.00,3.67,27.21,45.13,6.66,-31.98,0.50,100.50,20.00,4.00,2.00,6.00,116.00,116.00,1.00,
San_Juan_Comaltepec,6B,4.7,42.00,8.00,5.10,-1.10,23.78,5.53,-9.54,17.42,,,,,,116.00,130.00,,
Diploperennis,6C,1.1,36.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.2,37.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.3,38.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.4,39.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.5,40.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.6,41.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,1.7,42.00,9.00,,,,,,,,,,,,,,,
Diploperennis,6C,2.1,36.00,10.00,,,,,,,,,,,,,,,
Diploperennis,6C,2.2,37.00,10.00,2.85,43.52,57.42,6.01,-19.09,10.22,58.75,22.00,6.00,5.00,11.00,130.00,,,
Diploperennis,6C,2.3,38.00,10.00,4.23,16.24,36.86,8.26,-63.72,-23.43,47.50,20.00,6.00,4.00,10.00,,,,
Diploperennis,6C,2.4,39.00,10.00,,,,,,,,,,,,,,,
Diploperennis,6C,2.5,40.00,10.00,,,,,,,,,,,,,,,
Diploperennis,6C,2.6,41.00,10.00,,,,,,,,,,,,,,,
Diploperennis,6C,2.7,42.00,10.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.1,36.00,11.00,1.90,62.31,71.59,1.97,61.05,70.64,65.50,26.00,7.00,6.00,13.00,130.00,,,
Diploperennis,6C,3.2,37.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.3,38.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.4,39.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.5,40.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.6,41.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,3.7,42.00,11.00,,,,,,,,,,,,,,,
Diploperennis,6C,4.1,36.00,12.00,,,,,,,,,,,,,,,
Diploperennis,6C,4.2,37.00,12.00,1.47,70.77,77.97,,,,,,,,,,,,
Diploperennis,6C,4.3,38.00,12.00,2.91,42.29,56.49,3.46,31.47,48.34,61.00,18.00,5.00,4.00,9.00,,,,
Diploperennis,6C,4.4,39.00,12.00,,,,,,,,,,,,,,,
Diploperennis,6C,4.5,40.00,12.00,3.11,38.37,53.54,3.74,25.95,44.18,41.00,18.00,7.00,5.00,12.00,,,,
Diploperennis,6C,4.6,41.00,12.00,1.94,61.63,71.08,1.10,78.20,83.56,62.00,20.00,8.00,8.00,16.00,,,,
Diploperennis,6C,4.7,42.00,12.00,,,,,,,,,,,,,,,
Santa_Maria_Tiltepec,6D,1.1,36.00,13.00,2.71,46.34,59.54,2.71,46.38,59.57,,,,,,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,6D,1.2,37.00,13.00,2.44,51.70,63.59,2.27,55.08,66.13,126.25,23.00,7.00,6.00,13.00,116.00,123.00,1.00,
Santa_Maria_Tiltepec,6D,1.3,38.00,13.00,3.36,33.32,49.73,4.57,9.43,31.72,,,,,,130.00,130.00,,
Santa_Maria_Tiltepec,6D,1.4,39.00,13.00,2.29,54.72,65.86,4.47,11.38,33.19,,,,,,116.00,130.00,2.00,1.00
Santa_Maria_Tiltepec,6D,1.5,40.00,13.00,2.49,50.62,62.77,4.31,14.55,35.58,,,,,,109.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,6D,1.6,41.00,13.00,0.59,88.23,91.13,3.51,30.49,47.59,149.50,22.00,7.00,6.00,13.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,6D,1.7,42.00,13.00,0.26,94.85,96.11,1.42,71.76,78.71,,,,,,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,6D,2.1,36.00,14.00,-0.29,105.74,104.33,1.06,78.98,84.16,,,,,,123.00,123.00,,
Santa_Maria_Tiltepec,6D,2.2,37.00,14.00,0.97,80.74,85.48,5.63,-11.59,15.88,144.25,20.00,6.00,6.00,12.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,6D,2.3,38.00,14.00,-0.11,102.23,101.68,3.03,39.88,54.67,159.25,24.00,7.00,6.00,13.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,6D,2.4,39.00,14.00,3.03,40.04,54.79,5.17,-2.47,22.75,147.13,24.00,10.00,9.00,19.00,116.00,123.00,2.00,2.00
Santa_Maria_Tiltepec,6D,2.5,40.00,14.00,1.64,67.44,75.45,4.22,16.39,36.96,150.50,24.00,5.00,4.00,9.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,6D,2.6,41.00,14.00,,,,,,,,,,,,,,,
Santa_Maria_Tiltepec,6D,2.7,42.00,14.00,0.00,100.08,100.06,1.71,66.21,74.52,147.25,21.00,7.00,6.00,13.00,116.00,116.00,2.00,2.00
Santa_Maria_Tiltepec,6D,3.1,36.00,15.00,1.21,75.96,81.88,3.53,30.02,47.24,,,,,,109.00,116.00,1.00,
Santa_Maria_Tiltepec,6D,3.2,37.00,15.00,3.16,37.35,52.77,7.03,-39.39,-5.09,158.50,21.00,4.00,3.00,7.00,116.00,123.00,1.00,
Santa_Maria_Tiltepec,6D,3.3,38.00,15.00,1.18,76.60,82.36,2.15,57.47,67.93,145.25,25.00,7.00,6.00,13.00,130.00,130.00,,
Santa_Maria_Tiltepec,6D,3.4,39.00,15.00,0.56,88.92,91.65,5.41,-7.13,19.24,147.75,22.00,6.00,5.00,11.00,109.00,116.00,,
Santa_Maria_Tiltepec,6D,3.5,40.00,15.00,2.11,58.28,68.55,5.95,-17.88,11.13,130.00,19.00,5.00,4.00,9.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,6D,3.6,41.00,15.00,2.33,53.80,65.17,3.71,26.50,44.59,133.25,21.00,7.00,6.00,13.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,6D,3.7,42.00,15.00,0.28,94.54,95.88,1.02,79.77,84.75,,,,,,123.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,6D,4.1,36.00,16.00,,,,,,,,,,,,,,,
Santa_Maria_Tiltepec,6D,4.2,37.00,16.00,,,,4.83,4.21,27.79,127.25,22.00,8.00,7.00,15.00,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,6D,4.3,38.00,16.00,0.93,81.66,86.18,3.41,32.39,49.03,145.38,20.00,5.00,4.00,9.00,109.00,116.00,1.00,
Santa_Maria_Tiltepec,6D,4.4,39.00,16.00,1.55,69.36,76.90,2.38,52.76,64.39,,,,,,116.00,123.00,1.00,
Santa_Maria_Tiltepec,6D,4.5,40.00,16.00,2.48,50.87,62.96,2.94,41.75,56.08,,,,,,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,6D,4.6,41.00,16.00,0.08,98.49,98.86,0.88,82.65,86.92,135.63,21.00,6.00,5.00,11.00,109.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,6D,4.7,42.00,16.00,,,,,,,,,,,,,,,
B73xMo17,7A,1.1,43.00,1.00,0.18,,97.31,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7A,1.2,44.00,1.00,3.10,,53.75,,,,66.00,14.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73xMo17,7A,1.3,45.00,1.00,2.57,,61.66,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,7A,1.4,46.00,1.00,3.02,,54.94,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7A,1.5,47.00,1.00,3.05,,54.49,,,,,,,,,67.00,74.00,1.00,1.00
B73xMo17,7A,1.6,48.00,1.00,3.28,,50.96,,,,54.50,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,7A,1.7,49.00,1.00,1.75,,73.93,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,7A,2.1,43.00,2.00,1.69,,74.73,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7A,2.2,44.00,2.00,0.92,,86.23,,,,64.00,12.00,1.00,1.00,2.00,74.00,88.00,1.00,1.00
B73xMo17,7A,2.3,45.00,2.00,0.81,,87.91,,,,70.00,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,7A,2.4,46.00,2.00,2.20,,67.09,,,,54.00,11.00,1.00,0.00,1.00,74.00,81.00,2.00,1.00
B73xMo17,7A,2.5,47.00,2.00,3.37,,49.61,,,,51.00,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,7A,2.6,48.00,2.00,3.55,,46.91,,,,41.00,13.00,2.00,2.00,4.00,81.00,81.00,2.00,1.00
B73xMo17,7A,2.7,49.00,2.00,1.78,,73.34,,,,,,,,,74.00,81.00,1.00,1.00
B73xMo17,7A,3.1,43.00,3.00,0.80,,87.98,,,,,,,,,81.00,81.00,1.00,1.00
B73xMo17,7A,3.2,44.00,3.00,1.54,,77.00,,,,65.75,12.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,7A,3.3,45.00,3.00,-0.11,,101.72,,,,57.25,12.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,7A,3.4,46.00,3.00,-0.03,,100.51,,,,63.75,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,7A,3.5,47.00,3.00,,,100.00,,,,,,,,,,,,
B73xMo17,7A,3.6,48.00,3.00,0.13,,98.03,,,,59.00,13.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,7A,3.7,49.00,3.00,0.70,,89.58,,,,55.25,13.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,7A,4.1,43.00,4.00,1.77,,73.55,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7A,4.2,44.00,4.00,3.25,,51.41,,,,57.25,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,7A,4.3,45.00,4.00,4.82,,27.93,,,,59.75,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,7A,4.4,46.00,4.00,1.66,,75.23,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7A,4.5,47.00,4.00,1.59,,76.22,,,,,,,,,74.00,88.00,2.00,1.00
B73xMo17,7A,4.6,48.00,4.00,2.41,,63.93,,,,48.75,11.00,0.00,0.00,0.00,74.00,88.00,2.00,1.00
B73xMo17,7A,4.7,49.00,4.00,1.37,,79.59,,,,,,,,,74.00,81.00,2.00,1.00
Jaltepec_de_Candoyoc,7B,1.1,43.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.2,44.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.3,45.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.4,46.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.5,47.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.6,48.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,1.7,49.00,5.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,2.1,43.00,6.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,2.2,44.00,6.00,-0.61,112.12,109.14,0.52,89.74,92.27,,,,,,,,,
Jaltepec_de_Candayoc,7B,2.3,45.00,6.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,2.4,46.00,6.00,-0.39,107.68,105.79,1.45,71.20,78.29,114.50,18.00,4.00,3.00,7.00,95.00,102.00,2.00,2.00
Jaltepec_de_Candayoc,7B,2.5,47.00,6.00,,,,,,,,,,,,,,,
